breed,description,temperament_values,temperament,height,weight,expectancy,group,grooming_frequency_value,grooming_frequency_category,shedding_value,shedding_category,energy_level_value,energy_level_category,trainability_value,trainability_category,demeanor_value,demeanor_category
japanese spitz,"the japanese spitz, as a companion breed, enjoy the company of their families and truly are little comedians. they love to please their family and are thus eager to learn; they always have a smile on their face. distinctive features include their pure white coat that has a mane-like feature about their neck. also, like other spitz breeds, their tails curl over their back in a beautiful hair plume. a pointed muzzle likens them to a fox with a black nose, black eye rims, and ears of pointed triangles, which stand erect and move like radar towers, hearing everything going on around them and making this breed very alert. the japanese spitz are little comedians who want to make you happy and laugh. they are very loyal and smart and make wonderful companions. game for adventures, they will tag along on a hike, a car ride, or a trip to the beach or lake. they love their humans and just enjoy being with them.",4,smart,37.31705221,7.393703682,12.3897481,Foundation Stock Service,0.4,weekly,0.4,occasional,0.6,regular exercise,0.8,easy training,0.8,friendly
japanese spitz,"the japanese spitz, as a companion breed, enjoy the company of their families and truly are little comedians. they love to please their family and are thus eager to learn; they always have a smile on their face. distinctive features include their pure white coat that has a mane-like feature about their neck. also, like other spitz breeds, their tails curl over their back in a beautiful hair plume. a pointed muzzle likens them to a fox with a black nose, black eye rims, and ears of pointed triangles, which stand erect and move like radar towers, hearing everything going on around them and making this breed very alert. the japanese spitz are little comedians who want to make you happy and laugh. they are very loyal and smart and make wonderful companions. game for adventures, they will tag along on a hike, a car ride, or a trip to the beach or lake. they love their humans and just enjoy being with them.",5,lively,39.52808763,6.72251391,13.97545619,Foundation Stock Service,0.4,weekly,0.4,occasional,0.6,regular exercise,0.8,easy training,0.8,friendly
labrador ,"the sturdy, well-balanced labrador retriever can, depending on the sex, stand from 21.5 to 24.5 inches at the shoulder and weigh between 55 to 80 pounds. the dense, hard coat comes in yellow, black, and a luscious chocolate. the head is wide, the eyes glimmer with kindliness, and the thick, tapering “otter tail” seems to be forever signaling the breed’s innate eagerness.labs are famously friendly. they are companionable housemates who bond with the whole family, and they socialize well with neighbor dogs and humans alike. but don’t mistake his easygoing personality for low energy: the lab is an enthusiastic athlete that requires lots of exercise, like swimming and marathon games of fetch, to keep physically and mentally fit. the sweet-faced, lovable labrador retriever is america’s most popular dog breed. labs are friendly, outgoing, and high-spirited companions who have more than enough affection to go around for a family looking for a medium-to-large dog.",5,lively,52.35729465,24.25541118,11.03374739,Sporting Group,0.4,weekly,0.8,regularly,1,needs lots of activity,1,eager to please,1,outgoing
labrador ,"the sturdy, well-balanced labrador retriever can, depending on the sex, stand from 21.5 to 24.5 inches at the shoulder and weigh between 55 to 80 pounds. the dense, hard coat comes in yellow, black, and a luscious chocolate. the head is wide, the eyes glimmer with kindliness, and the thick, tapering “otter tail” seems to be forever signaling the breed’s innate eagerness.labs are famously friendly. they are companionable housemates who bond with the whole family, and they socialize well with neighbor dogs and humans alike. but don’t mistake his easygoing personality for low energy: the lab is an enthusiastic athlete that requires lots of exercise, like swimming and marathon games of fetch, to keep physically and mentally fit. the sweet-faced, lovable labrador retriever is america’s most popular dog breed. labs are friendly, outgoing, and high-spirited companions who have more than enough affection to go around for a family looking for a medium-to-large dog.",4,smart,60.387215,34.86512298,11.21252805,Sporting Group,0.4,weekly,0.8,regularly,1,needs lots of activity,1,eager to please,1,outgoing
labrador ,"the sturdy, well-balanced labrador retriever can, depending on the sex, stand from 21.5 to 24.5 inches at the shoulder and weigh between 55 to 80 pounds. the dense, hard coat comes in yellow, black, and a luscious chocolate. the head is wide, the eyes glimmer with kindliness, and the thick, tapering “otter tail” seems to be forever signaling the breed’s innate eagerness.labs are famously friendly. they are companionable housemates who bond with the whole family, and they socialize well with neighbor dogs and humans alike. but don’t mistake his easygoing personality for low energy: the lab is an enthusiastic athlete that requires lots of exercise, like swimming and marathon games of fetch, to keep physically and mentally fit. the sweet-faced, lovable labrador retriever is america’s most popular dog breed. labs are friendly, outgoing, and high-spirited companions who have more than enough affection to go around for a family looking for a medium-to-large dog.",5,lively,61.08746671,24.1570497,10.77334922,Sporting Group,0.4,weekly,0.8,regularly,1,needs lots of activity,1,eager to please,1,outgoing
labrador ,"the sturdy, well-balanced labrador retriever can, depending on the sex, stand from 21.5 to 24.5 inches at the shoulder and weigh between 55 to 80 pounds. the dense, hard coat comes in yellow, black, and a luscious chocolate. the head is wide, the eyes glimmer with kindliness, and the thick, tapering “otter tail” seems to be forever signaling the breed’s innate eagerness.labs are famously friendly. they are companionable housemates who bond with the whole family, and they socialize well with neighbor dogs and humans alike. but don’t mistake his easygoing personality for low energy: the lab is an enthusiastic athlete that requires lots of exercise, like swimming and marathon games of fetch, to keep physically and mentally fit. the sweet-faced, lovable labrador retriever is america’s most popular dog breed. labs are friendly, outgoing, and high-spirited companions who have more than enough affection to go around for a family looking for a medium-to-large dog.",4,smart,63.54385041,37.15059844,11.5347038,Sporting Group,0.4,weekly,0.8,regularly,1,needs lots of activity,1,eager to please,1,outgoing
labrador ,"the sturdy, well-balanced labrador retriever can, depending on the sex, stand from 21.5 to 24.5 inches at the shoulder and weigh between 55 to 80 pounds. the dense, hard coat comes in yellow, black, and a luscious chocolate. the head is wide, the eyes glimmer with kindliness, and the thick, tapering “otter tail” seems to be forever signaling the breed’s innate eagerness.labs are famously friendly. they are companionable housemates who bond with the whole family, and they socialize well with neighbor dogs and humans alike. but don’t mistake his easygoing personality for low energy: the lab is an enthusiastic athlete that requires lots of exercise, like swimming and marathon games of fetch, to keep physically and mentally fit. the sweet-faced, lovable labrador retriever is america’s most popular dog breed. labs are friendly, outgoing, and high-spirited companions who have more than enough affection to go around for a family looking for a medium-to-large dog.",5,lively,57.08897245,36.98195275,11.6246703,Sporting Group,0.4,weekly,0.8,regularly,1,needs lots of activity,1,eager to please,1,outgoing
labrador ,"the sturdy, well-balanced labrador retriever can, depending on the sex, stand from 21.5 to 24.5 inches at the shoulder and weigh between 55 to 80 pounds. the dense, hard coat comes in yellow, black, and a luscious chocolate. the head is wide, the eyes glimmer with kindliness, and the thick, tapering “otter tail” seems to be forever signaling the breed’s innate eagerness.labs are famously friendly. they are companionable housemates who bond with the whole family, and they socialize well with neighbor dogs and humans alike. but don’t mistake his easygoing personality for low energy: the lab is an enthusiastic athlete that requires lots of exercise, like swimming and marathon games of fetch, to keep physically and mentally fit. the sweet-faced, lovable labrador retriever is america’s most popular dog breed. labs are friendly, outgoing, and high-spirited companions who have more than enough affection to go around for a family looking for a medium-to-large dog.",5,lively,64.7654597,31.89868261,11.01502767,Sporting Group,0.4,weekly,0.8,regularly,1,needs lots of activity,1,eager to please,1,outgoing
pomeranian,"the pomeranian combines a tiny body (no more than seven pounds) and a commanding big-dog demeanor. the abundant double coat, with its frill extending over the chest and shoulders, comes in almost two dozen colors, and various patterns and markings, but is most commonly seen in orange or red.alert and intelligent, pomeranians are easily trained and make fine watchdogs and perky pets for families with children old enough to know the difference between a toy dog and a toy. poms are active but can be exercised with indoor play and short walks, so they are content in both the city and suburbs. they will master tricks and games with ease, though their favorite activity is providing laughs and companionship to their special human. the tiny pomeranian, long a favorite of royals and commoners alike, has been called the ideal companion. the glorious coat, smiling, foxy face, and vivacious personality have helped make the pom one of the world's most popular toy breeds.",1,courageous,16.15394422,3.84151274,15.6954691,Toy Group,0.6,2-3 times a week,0.6,seasonal,0.6,regular exercise,0.6,agreeable,0.6,responsive
pomeranian,"the pomeranian combines a tiny body (no more than seven pounds) and a commanding big-dog demeanor. the abundant double coat, with its frill extending over the chest and shoulders, comes in almost two dozen colors, and various patterns and markings, but is most commonly seen in orange or red.alert and intelligent, pomeranians are easily trained and make fine watchdogs and perky pets for families with children old enough to know the difference between a toy dog and a toy. poms are active but can be exercised with indoor play and short walks, so they are content in both the city and suburbs. they will master tricks and games with ease, though their favorite activity is providing laughs and companionship to their special human. the tiny pomeranian, long a favorite of royals and commoners alike, has been called the ideal companion. the glorious coat, smiling, foxy face, and vivacious personality have helped make the pom one of the world's most popular toy breeds.",5,lively,18.48573493,2.993553618,12.08409681,Toy Group,0.6,2-3 times a week,0.6,seasonal,0.8,energetic,0.6,agreeable,0.6,responsive
pomeranian,"the pomeranian combines a tiny body (no more than seven pounds) and a commanding big-dog demeanor. the abundant double coat, with its frill extending over the chest and shoulders, comes in almost two dozen colors, and various patterns and markings, but is most commonly seen in orange or red.alert and intelligent, pomeranians are easily trained and make fine watchdogs and perky pets for families with children old enough to know the difference between a toy dog and a toy. poms are active but can be exercised with indoor play and short walks, so they are content in both the city and suburbs. they will master tricks and games with ease, though their favorite activity is providing laughs and companionship to their special human. the tiny pomeranian, long a favorite of royals and commoners alike, has been called the ideal companion. the glorious coat, smiling, foxy face, and vivacious personality have helped make the pom one of the world's most popular toy breeds.",5,lively,18.30150699,2.777057962,13.75013469,Toy Group,0.6,2-3 times a week,0.6,seasonal,0.6,regular exercise,0.6,agreeable,0.6,responsive
pomeranian,"the pomeranian combines a tiny body (no more than seven pounds) and a commanding big-dog demeanor. the abundant double coat, with its frill extending over the chest and shoulders, comes in almost two dozen colors, and various patterns and markings, but is most commonly seen in orange or red.alert and intelligent, pomeranians are easily trained and make fine watchdogs and perky pets for families with children old enough to know the difference between a toy dog and a toy. poms are active but can be exercised with indoor play and short walks, so they are content in both the city and suburbs. they will master tricks and games with ease, though their favorite activity is providing laughs and companionship to their special human. the tiny pomeranian, long a favorite of royals and commoners alike, has been called the ideal companion. the glorious coat, smiling, foxy face, and vivacious personality have helped make the pom one of the world's most popular toy breeds.",1,courageous,19.22286907,3.989550429,14.41022208,Toy Group,0.6,2-3 times a week,0.6,seasonal,0.6,regular exercise,0.6,agreeable,0.6,responsive
pomeranian,"the pomeranian combines a tiny body (no more than seven pounds) and a commanding big-dog demeanor. the abundant double coat, with its frill extending over the chest and shoulders, comes in almost two dozen colors, and various patterns and markings, but is most commonly seen in orange or red.alert and intelligent, pomeranians are easily trained and make fine watchdogs and perky pets for families with children old enough to know the difference between a toy dog and a toy. poms are active but can be exercised with indoor play and short walks, so they are content in both the city and suburbs. they will master tricks and games with ease, though their favorite activity is providing laughs and companionship to their special human. the tiny pomeranian, long a favorite of royals and commoners alike, has been called the ideal companion. the glorious coat, smiling, foxy face, and vivacious personality have helped make the pom one of the world's most popular toy breeds.",2,charming,15.92390826,2.115448468,13.10423136,Toy Group,0.6,2-3 times a week,0.6,seasonal,0.6,regular exercise,0.6,agreeable,0.6,responsive
pomeranian,"the pomeranian combines a tiny body (no more than seven pounds) and a commanding big-dog demeanor. the abundant double coat, with its frill extending over the chest and shoulders, comes in almost two dozen colors, and various patterns and markings, but is most commonly seen in orange or red.alert and intelligent, pomeranians are easily trained and make fine watchdogs and perky pets for families with children old enough to know the difference between a toy dog and a toy. poms are active but can be exercised with indoor play and short walks, so they are content in both the city and suburbs. they will master tricks and games with ease, though their favorite activity is providing laughs and companionship to their special human. the tiny pomeranian, long a favorite of royals and commoners alike, has been called the ideal companion. the glorious coat, smiling, foxy face, and vivacious personality have helped make the pom one of the world's most popular toy breeds.",1,courageous,19.54571645,2.468596629,15.20285136,Toy Group,0.6,2-3 times a week,0.6,seasonal,0.6,regular exercise,0.6,agreeable,0.6,responsive
pomeranian,"the pomeranian combines a tiny body (no more than seven pounds) and a commanding big-dog demeanor. the abundant double coat, with its frill extending over the chest and shoulders, comes in almost two dozen colors, and various patterns and markings, but is most commonly seen in orange or red.alert and intelligent, pomeranians are easily trained and make fine watchdogs and perky pets for families with children old enough to know the difference between a toy dog and a toy. poms are active but can be exercised with indoor play and short walks, so they are content in both the city and suburbs. they will master tricks and games with ease, though their favorite activity is providing laughs and companionship to their special human. the tiny pomeranian, long a favorite of royals and commoners alike, has been called the ideal companion. the glorious coat, smiling, foxy face, and vivacious personality have helped make the pom one of the world's most popular toy breeds.",5,lively,17.47791127,2.302829677,15.20146054,Toy Group,0.6,2-3 times a week,0.6,seasonal,0.8,energetic,0.6,agreeable,0.6,responsive
poodle,"poodles come in three size varieties: standards should be more than 15 inches tall at the shoulder; miniatures are 15 inches or under; toys stand no more than 10 inches. all three varieties have the same build and proportions. at dog shows, poodles are usually seen in the elaborate continental clip. most pet owners prefer the simpler sporting clip, in which the coat is shorn to follow the outline of the squarely built, smoothly muscled body.forget those old stereotypes of poodles as sissy dogs. poodles are eager, athletic, and wickedly smart “real dogs” of remarkable versatility. the standard, with his greater size and strength, is the best all-around athlete of the family, but all poodles can be trained with great success. whether standard, miniature, or toy, and either black, white, or apricot, the poodle stands proudly among dogdom’s true aristocrats. beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.",2,charming,30.847364,18.49834194,15.67070848,Non-Sporting Group,1,professional,0.2,infrequent,0.6,regular exercise,1,eager to please,0.8,friendly
poodle ,"poodles come in three size varieties: standards should be more than 15 inches tall at the shoulder; miniatures are 15 inches or under; toys stand no more than 10 inches. all three varieties have the same build and proportions. at dog shows, poodles are usually seen in the elaborate continental clip. most pet owners prefer the simpler sporting clip, in which the coat is shorn to follow the outline of the squarely built, smoothly muscled body.forget those old stereotypes of poodles as sissy dogs. poodles are eager, athletic, and wickedly smart “real dogs” of remarkable versatility. the standard, with his greater size and strength, is the best all-around athlete of the family, but all poodles can be trained with great success. whether standard, miniature, or toy, and either black, white, or apricot, the poodle stands proudly among dogdom’s true aristocrats. beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.",5,lively,31.20038882,7.58663218,10.44180604,Non-Sporting Group,1,professional,0.2,infrequent,0.6,regular exercise,1,eager to please,0.8,friendly
poodle,"poodles come in three size varieties: standards should be more than 15 inches tall at the shoulder; miniatures are 15 inches or under; toys stand no more than 10 inches. all three varieties have the same build and proportions. at dog shows, poodles are usually seen in the elaborate continental clip. most pet owners prefer the simpler sporting clip, in which the coat is shorn to follow the outline of the squarely built, smoothly muscled body.forget those old stereotypes of poodles as sissy dogs. poodles are eager, athletic, and wickedly smart “real dogs” of remarkable versatility. with an abundance of steady character and intelligence, the toy poodle is a “person” and expects to be treated like one. despite his diminutive size, the toy poodle stands proudly among dogdom’s true aristocrats. beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.",4,smart,29.24775836,8.847770955,16.32740057,Non-Sporting Group,1,professional,0.2,infrequent,0.6,regular exercise,1,eager to please,0.8,friendly
poodle,"poodles come in three size varieties: standards should be more than 15 inches tall at the shoulder; miniatures are 15 inches or under; toys stand no more than 10 inches. all three varieties have the same build and proportions. at dog shows, poodles are usually seen in the elaborate continental clip. most pet owners prefer the simpler sporting clip, in which the coat is shorn to follow the outline of the squarely built, smoothly muscled body.forget those old stereotypes of poodles as sissy dogs. poodles are eager, athletic, and wickedly smart “real dogs” of remarkable versatility. with an abundance of steady character and intelligence, the toy poodle is a “person” and expects to be treated like one. despite his diminutive size, the toy poodle stands proudly among dogdom’s true aristocrats. beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.",4,smart,25.40851122,18.16056681,11.83454221,Non-Sporting Group,1,professional,0.2,infrequent,0.6,regular exercise,1,eager to please,0.6,responsive
poodle,"poodles come in three size varieties: standards should be more than 15 inches tall at the shoulder; miniatures are 15 inches or under; toys stand no more than 10 inches. all three varieties have the same build and proportions. at dog shows, poodles are usually seen in the elaborate continental clip. most pet owners prefer the simpler sporting clip, in which the coat is shorn to follow the outline of the squarely built, smoothly muscled body.forget those old stereotypes of poodles as sissy dogs. poodles are eager, athletic, and wickedly smart “real dogs” of remarkable versatility. with an abundance of steady character and intelligence, the toy poodle is a “person” and expects to be treated like one. despite his diminutive size, the toy poodle stands proudly among dogdom’s true aristocrats. beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.",3,gentle,34.03146953,11.05125605,15.3712774,Non-Sporting Group,1,professional,0.2,infrequent,0.6,regular exercise,1,eager to please,0.8,friendly
poodle,"poodles come in three size varieties: standards should be more than 15 inches tall at the shoulder; miniatures are 15 inches or under; toys stand no more than 10 inches. all three varieties have the same build and proportions. at dog shows, poodles are usually seen in the elaborate continental clip. most pet owners prefer the simpler sporting clip, in which the coat is shorn to follow the outline of the squarely built, smoothly muscled body.forget those old stereotypes of poodles as sissy dogs. poodles are eager, athletic, and wickedly smart “real dogs” of remarkable versatility. with an abundance of steady character and intelligence, the toy poodle is a “person” and expects to be treated like one. despite his diminutive size, the toy poodle stands proudly among dogdom’s true aristocrats. beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.",5,lively,30.85308628,3.729392889,14.47638349,Non-Sporting Group,1,professional,0.2,infrequent,0.6,regular exercise,1,eager to please,0.8,friendly
poodle,"poodles come in three size varieties: standards should be more than 15 inches tall at the shoulder; miniatures are 15 inches or under; toys stand no more than 10 inches. all three varieties have the same build and proportions. at dog shows, poodles are usually seen in the elaborate continental clip. most pet owners prefer the simpler sporting clip, in which the coat is shorn to follow the outline of the squarely built, smoothly muscled body.forget those old stereotypes of poodles as sissy dogs. poodles are eager, athletic, and wickedly smart “real dogs” of remarkable versatility. with an abundance of steady character and intelligence, the toy poodle is a “person” and expects to be treated like one. despite his diminutive size, the toy poodle stands proudly among dogdom’s true aristocrats. beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.",5,lively,34.40230759,6.102934259,13.60365717,Non-Sporting Group,1,professional,0.2,infrequent,0.8,energetic,1,eager to please,0.8,friendly
poodle,"poodles come in three size varieties: standards should be more than 15 inches tall at the shoulder; miniatures are 15 inches or under; toys stand no more than 10 inches. all three varieties have the same build and proportions. at dog shows, poodles are usually seen in the elaborate continental clip. most pet owners prefer the simpler sporting clip, in which the coat is shorn to follow the outline of the squarely built, smoothly muscled body.forget those old stereotypes of poodles as sissy dogs. poodles are eager, athletic, and wickedly smart “real dogs” of remarkable versatility. with an abundance of steady character and intelligence, the toy poodle is a “person” and expects to be treated like one. despite his diminutive size, the toy poodle stands proudly among dogdom’s true aristocrats. beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.",2,charming,26.84341997,12.78021949,16.89685383,Non-Sporting Group,1,professional,0.2,infrequent,0.6,regular exercise,1,eager to please,1,outgoing
pug,"the pug’s motto is the latin phrase “multum in parvo” (a lot in a little)—an apt description of this small but muscular breed. they come in three colors: silver or apricot-fawn with a black face mask, or all black. the large round head, the big, sparkling eyes, and the wrinkled brow give pugs a range of human-like expressions—surprise, happiness, curiosity—that have delighted owners for centuries.pug owners say their breed is the ideal house dog. pugs are happy in the city or country, with kids or old folks, as an only pet or in a pack. they enjoy their food, and care must be taken to keep them trim. they do best in moderate climates—not too hot, not too cold—but, with proper care, pugs can be their adorable selves anywhere. once the mischievous companion of chinese emperors, and later the mascot of holland’s royal house of orange, the small but solid pug is today adored by his millions of fans around the world. pugs live to love and to be loved in return.",2,charming,34.00676575,8.075586305,14.65956879,Toy Group,0.4,weekly,0.8,regularly,0.6,regular exercise,0.6,agreeable,0.6,responsive
pug,"the pug’s motto is the latin phrase “multum in parvo” (a lot in a little)—an apt description of this small but muscular breed. they come in three colors: silver or apricot-fawn with a black face mask, or all black. the large round head, the big, sparkling eyes, and the wrinkled brow give pugs a range of human-like expressions—surprise, happiness, curiosity—that have delighted owners for centuries.pug owners say their breed is the ideal house dog. pugs are happy in the city or country, with kids or old folks, as an only pet or in a pack. they enjoy their food, and care must be taken to keep them trim. they do best in moderate climates—not too hot, not too cold—but, with proper care, pugs can be their adorable selves anywhere. once the mischievous companion of chinese emperors, and later the mascot of holland’s royal house of orange, the small but solid pug is today adored by his millions of fans around the world. pugs live to love and to be loved in return.",5,lively,31.53020301,7.987078506,14.3234837,Toy Group,0.4,weekly,0.8,regularly,0.6,regular exercise,0.6,agreeable,0.8,friendly
pug,"the pug’s motto is the latin phrase “multum in parvo” (a lot in a little)—an apt description of this small but muscular breed. they come in three colors: silver or apricot-fawn with a black face mask, or all black. the large round head, the big, sparkling eyes, and the wrinkled brow give pugs a range of human-like expressions—surprise, happiness, curiosity—that have delighted owners for centuries.pug owners say their breed is the ideal house dog. pugs are happy in the city or country, with kids or old folks, as an only pet or in a pack. they enjoy their food, and care must be taken to keep them trim. they do best in moderate climates—not too hot, not too cold—but, with proper care, pugs can be their adorable selves anywhere. once the mischievous companion of chinese emperors, and later the mascot of holland’s royal house of orange, the small but solid pug is today adored by his millions of fans around the world. pugs live to love and to be loved in return.",0,loyal,32.04049716,8.15907702,13.37655968,Toy Group,0.4,weekly,0.8,regularly,0.6,regular exercise,0.6,agreeable,0.8,friendly
pug,"the pug’s motto is the latin phrase “multum in parvo” (a lot in a little)—an apt description of this small but muscular breed. they come in three colors: silver or apricot-fawn with a black face mask, or all black. the large round head, the big, sparkling eyes, and the wrinkled brow give pugs a range of human-like expressions—surprise, happiness, curiosity—that have delighted owners for centuries.pug owners say their breed is the ideal house dog. pugs are happy in the city or country, with kids or old folks, as an only pet or in a pack. they enjoy their food, and care must be taken to keep them trim. they do best in moderate climates—not too hot, not too cold—but, with proper care, pugs can be their adorable selves anywhere. once the mischievous companion of chinese emperors, and later the mascot of holland’s royal house of orange, the small but solid pug is today adored by his millions of fans around the world. pugs live to love and to be loved in return.",5,lively,28.97810808,6.352788424,13.62006231,Toy Group,0.4,weekly,0.8,regularly,0.6,regular exercise,0.6,agreeable,0.8,friendly
pug,"the pug’s motto is the latin phrase “multum in parvo” (a lot in a little)—an apt description of this small but muscular breed. they come in three colors: silver or apricot-fawn with a black face mask, or all black. the large round head, the big, sparkling eyes, and the wrinkled brow give pugs a range of human-like expressions—surprise, happiness, curiosity—that have delighted owners for centuries.pug owners say their breed is the ideal house dog. pugs are happy in the city or country, with kids or old folks, as an only pet or in a pack. they enjoy their food, and care must be taken to keep them trim. they do best in moderate climates—not too hot, not too cold—but, with proper care, pugs can be their adorable selves anywhere. once the mischievous companion of chinese emperors, and later the mascot of holland’s royal house of orange, the small but solid pug is today adored by his millions of fans around the world. pugs live to love and to be loved in return.",3,gentle,28.97810808,6.352788424,13.62006231,Toy Group,1.4,weekly,1.8,regularly,1.6,regular exercise,1.6,agreeable,1.8,friendly
pug,"the pug’s motto is the latin phrase “multum in parvo” (a lot in a little)—an apt description of this small but muscular breed. they come in three colors: silver or apricot-fawn with a black face mask, or all black. the large round head, the big, sparkling eyes, and the wrinkled brow give pugs a range of human-like expressions—surprise, happiness, curiosity—that have delighted owners for centuries.pug owners say their breed is the ideal house dog. pugs are happy in the city or country, with kids or old folks, as an only pet or in a pack. they enjoy their food, and care must be taken to keep them trim. they do best in moderate climates—not too hot, not too cold—but, with proper care, pugs can be their adorable selves anywhere. once the mischievous companion of chinese emperors, and later the mascot of holland’s royal house of orange, the small but solid pug is today adored by his millions of fans around the world. pugs live to love and to be loved in return.",0,loyal,34.52196041,7.899898942,13.30898657,Toy Group,0.6,2-3 times a week,0.8,regularly,0.6,regular exercise,0.6,agreeable,0.8,friendly
pug,"the pug’s motto is the latin phrase “multum in parvo” (a lot in a little)—an apt description of this small but muscular breed. they come in three colors: silver or apricot-fawn with a black face mask, or all black. the large round head, the big, sparkling eyes, and the wrinkled brow give pugs a range of human-like expressions—surprise, happiness, curiosity—that have delighted owners for centuries.pug owners say their breed is the ideal house dog. pugs are happy in the city or country, with kids or old folks, as an only pet or in a pack. they enjoy their food, and care must be taken to keep them trim. they do best in moderate climates—not too hot, not too cold—but, with proper care, pugs can be their adorable selves anywhere. once the mischievous companion of chinese emperors, and later the mascot of holland’s royal house of orange, the small but solid pug is today adored by his millions of fans around the world. pugs live to love and to be loved in return.",2,charming,33.46420549,7.553081731,13.62404091,Toy Group,0.4,weekly,0.8,regularly,0.6,regular exercise,0.6,agreeable,1,outgoing
siberian husky,"the graceful, medium-sized siberian husky’s almond-shaped eyes can be either brown or blue—and sometimes one of each—and convey a keen but amiable and even mischievous expression. quick and nimble-footed, siberians are known for their powerful but seemingly effortless gait. tipping the scales at no more than 60 pounds, they are noticeably smaller and lighter than their burly cousin, the alaskan malamute. in fact, breeders and fanciers prefer the moniker siberians over huskies, as the latter suggests a bigger, brawnier dog than what is the standard for the breed.as born pack dogs, siberians enjoy family life and get on well with other dogs; their innate friendliness render them indifferent watchdogs. this breed is also energetic and can’t resist chasing small animals, so secure running room is a must. an attractive feature of the breed: siberians are naturally clean, with little doggy odor. the siberian husky, a thickly coated, compact sled dog of medium size and great endurance, was developed to work in packs, pulling light loads at moderate speeds over vast frozen expanses. this northern breed is friendly, fastidious, and dignified.",5,lively,54.91926368,19.49123789,13.59621063,Working Group,0.4,weekly,0.6,seasonal,0.8,energetic,0.4,independent,0.8,friendly
siberian husky,"the graceful, medium-sized siberian husky’s almond-shaped eyes can be either brown or blue—and sometimes one of each—and convey a keen but amiable and even mischievous expression. quick and nimble-footed, siberians are known for their powerful but seemingly effortless gait. tipping the scales at no more than 60 pounds, they are noticeably smaller and lighter than their burly cousin, the alaskan malamute. in fact, breeders and fanciers prefer the moniker siberians over huskies, as the latter suggests a bigger, brawnier dog than what is the standard for the breed.as born pack dogs, siberians enjoy family life and get on well with other dogs; their innate friendliness render them indifferent watchdogs. this breed is also energetic and can’t resist chasing small animals, so secure running room is a must. an attractive feature of the breed: siberians are naturally clean, with little doggy odor. the siberian husky, a thickly coated, compact sled dog of medium size and great endurance, was developed to work in packs, pulling light loads at moderate speeds over vast frozen expanses. this northern breed is friendly, fastidious, and dignified.",0,loyal,52.22296923,26.17292214,13.82614803,Working Group,0.4,weekly,0.6,seasonal,0.8,energetic,0.4,independent,0.8,friendly
siberian husky,"the graceful, medium-sized siberian husky’s almond-shaped eyes can be either brown or blue—and sometimes one of each—and convey a keen but amiable and even mischievous expression. quick and nimble-footed, siberians are known for their powerful but seemingly effortless gait. tipping the scales at no more than 60 pounds, they are noticeably smaller and lighter than their burly cousin, the alaskan malamute. in fact, breeders and fanciers prefer the moniker siberians over huskies, as the latter suggests a bigger, brawnier dog than what is the standard for the breed.as born pack dogs, siberians enjoy family life and get on well with other dogs; their innate friendliness render them indifferent watchdogs. this breed is also energetic and can’t resist chasing small animals, so secure running room is a must. an attractive feature of the breed: siberians are naturally clean, with little doggy odor. the siberian husky, a thickly coated, compact sled dog of medium size and great endurance, was developed to work in packs, pulling light loads at moderate speeds over vast frozen expanses. this northern breed is friendly, fastidious, and dignified.",5,lively,52.72592429,25.41802117,13.982576,Working Group,0.4,weekly,0.6,seasonal,0.8,energetic,0.4,independent,0.8,friendly
siberian husky,"the graceful, medium-sized siberian husky’s almond-shaped eyes can be either brown or blue—and sometimes one of each—and convey a keen but amiable and even mischievous expression. quick and nimble-footed, siberians are known for their powerful but seemingly effortless gait. tipping the scales at no more than 60 pounds, they are noticeably smaller and lighter than their burly cousin, the alaskan malamute. in fact, breeders and fanciers prefer the moniker siberians over huskies, as the latter suggests a bigger, brawnier dog than what is the standard for the breed.as born pack dogs, siberians enjoy family life and get on well with other dogs; their innate friendliness render them indifferent watchdogs. this breed is also energetic and can’t resist chasing small animals, so secure running room is a must. an attractive feature of the breed: siberians are naturally clean, with little doggy odor. the siberian husky, a thickly coated, compact sled dog of medium size and great endurance, was developed to work in packs, pulling light loads at moderate speeds over vast frozen expanses. this northern breed is friendly, fastidious, and dignified.",5,lively,58.3399827,17.63237317,12.05705694,Working Group,0.4,weekly,0.6,seasonal,0.8,energetic,0.4,independent,0.8,friendly
